0,,,,,,,,,,,,,,
-53.096,-52.615,-52.753,-66.039,-54.600,-52.734,-71.5695,-51.8432,-54.0075,-57.757,-50.653,-52.698,,,
-49.623,-50.850,-52.539,-54.126,-52.556,-53.596,-61.354,-50.284,-53.2501,-55.757,-49.835,-52.162,,,
-49.711,-53.829,-52.469,-53.296,-53.301,-54.457,-60.6017,-51.0033,-52.4927,-55.711,-52.049,-51.994,,,
-49.000,-54.166,-53.145,-54.478,-54.469,-55.188,-61.6725,-51.9035,-53.9415,-56.521,-53.257,-53.786,,,
-51.983,-55.075,-54.040,-56.358,-55.355,-55.299,-63.0083,-52.3228,-55.3902,-56.865,-54.007,-55.096,,,
,,,,,,,,,,,,,,
7.500,,,,,,,,,,,,,,
-84.434,-70.119,-69.974,-81.650,-66.968,-64.332,,,,,,,,,
-70.721,-67.656,-69.761,-71.438,-65.086,-64.033,,,,,,,,,
-71.862,-68.020,-70.891,-71.512,-66.471,-66.889,,,,,,,,,
-72.625,-70.015,-71.742,-72.557,-68.085,-67.619,,,,,,,,,
-72.943,-71.306,-73.895,-74.314,-69.509,-68.758,,,,,,,,,
,,,,,,,,,,,,,,
12.500,,,,,,,,,,,,,,
-87.557,-79.463,-75.457,-89.316,-76.763,-73.713,-89.750,-79.014,-79.003,-93.338,-79.970,-78.038,,,
-79.136,-78.017,-75.020,-79.194,-74.970,-73.178,-80.363,-77.577,-78.324,-85.084,-80.541,-77.616,,,
-79.531,-81.002,-76.365,-80.863,-77.255,-72.642,-81.198,-79.363,-79.971,-85.169,-80.954,-78.962,,,
-81.699,-81.436,-76.782,-82.286,-78.367,-75.288,-81.538,-79.457,-81.191,-86.361,-82.648,-81.199,,,
-82.679,-83.107,-77.521,-84.657,-80.025,-76.797,-82.724,-80.529,-83.022,-87.887,-85.387,-82.738,,,
,,,,,,,,,,,,,,
5.000,,,,,,,,,,,,,,
-71.340,-63.856,,-64.550,-58.08750298,-62.772,-70.78798676,-61.45086294,-60.6762736,,,,,,
-63.417,-61.943,,-54.449,-58.56603727,-61.677,-60.33589139,-61.45086294,-60.22708758,,,,,,
-66.205,-64.775,,-56.414,-57.13043441,-62.553,-62.11976885,-59.03416424,-61.3012777,,,,,,
-69.979,-67.528,,-59.145,-58.56603727,-63.474,-62.65969196,-62.66616679,-61.96720258,,,,,,
-72.719,-69.781,,-60.743,-60.00164013,-66.163,-63.19961508,-62.6522578,-64.16817269,,,,,,
,,,,,,,,,,,,,,
25.000,,,,,,,,,,,,,,
-117.888,-102.787,-100.471,-113.545,-104.575,-96.372,-104.0039943,-100.4356131,-95.90092579,,,,,,
-111.149,-100.979,-100.835,-102.794,-102.090,-95.075,-94.75097603,-98.23185474,-95.00966752,,,,,,
-109.445,-101.561,-101.692,-102.583,-103.154,-96.919,-95.38107491,-100.541896,-95.94845197,,,,,,
-113.008,-105.053,-102.458,-105.701,-105.819,-97.945,-97.10991627,-102.8278122,-96.88066405,,,,,,
-116.423,-107.558,-103.402,-106.156,-107.894,-99.178,-98.25854343,-103.6657155,-98.67091209,,,,,,
,,,,,,,,,,,,,,
50.000,,,,,,,,,,,,,,
-124.477,-113.314,-106.521,-133.757,-118.729,-109.132,-139.872,-124.252,-106.565,-133.973,-111.832,-110.537,-147.141,-126.605,-119.185
-112.760,-111.168,-105.270,-122.048,-116.916,-109.435,-127.688,-124.233,-106.046,-121.484,-109.499,-108.247,-133.854,-120.737,-115.774
-112.558,-113.253,-106.814,-121.827,-118.184,-109.989,-127.373,-124.215,-106.601,-121.331,-110.429,-110.477,-132.400,-122.796,-115.849
-114.306,-115.339,-106.918,-122.913,-120.186,-111.371,-129.308,-126.772,-107.223,-122.666,-113.147,-112.131,-131.555,-124.775,-118.285
-116.772,-115.941,-110.443,-125.239,-121.796,-112.735,-130.992,-128.482,-109.498,-124.067,-114.857,-114.776,-132.124,-125.682,-118.976
,,,,,,,,,,,,,,
100.000,,,,,,,,,,,,,,
-166.903,-151.376,-145.525,-183.572,-163.367,-144.502,-187.245,-166.022,-148.996,-180.956,-155.223,-144.272,-192.126,-155.589,-143.096
-151.124,-144.774,-141.882,-165.224,-156.442,-145.587,-166.515,-158.536,-145.047,-162.421,-149.069,-140.245,-173.325,-148.457,-139.886
-150.046,-144.328,-141.870,-163.848,-155.928,-146.273,-165.197,-158.247,-144.962,-161.868,-148.087,-139.594,-170.222,-148.963,-139.636
-150.957,-145.344,-143.045,-163.077,-157.474,-147.558,-165.144,-157.957,-145.292,-160.276,-148.995,-140.890,-171.825,-150.948,-140.328
-151.507,-147.096,-144.836,-163.512,-159.496,-148.089,-166.421,-159.474,-147.405,-161.281,-149.717,-140.556,-171.563,-150.299,-141.916
,,,,,,,,,,,,,,
200.000,,,,,,,,,,,,,,
-209.802,-190.510,-177.091,-217.077,-194.477,-186.386,-214.757,-185.395,-185.633,-224.854,-190.906,-180.756,-208.271,-182.476,-178.171
-189.669,-182.328,-171.043,-195.850,-185.257,-181.047,-189.389,-176.190,-182.537,-201.946,-181.816,-175.792,-187.345,-174.796,-177.611
-184.873,-181.168,-170.854,-192.560,-185.529,-179.820,-185.278,-175.095,-181.178,-198.174,-180.758,-175.075,-185.718,-174.241,-177.416
-184.174,-182.985,-171.478,-191.482,-185.051,-180.150,-183.265,-175.975,-181.441,-196.959,-181.618,-174.398,-183.115,-175.885,-178.358
-184.025,-183.706,-172.503,-191.362,-186.575,-181.988,-183.747,-176.788,-181.704,-197.705,-183.533,-177.046,-183.933,-176.640,-179.300
,,,,,,,,,,,,,,
400.000,,,,,,,,,,,,,,
-252.298,-216.959,-214.721,-243.852,-231.623,-215.884,-251.245,-232.443,-229.835,-251.099,-221.054,-216.684,-243.035,-219.621,-212.337
-225.775,-207.095,-208.051,-219.847,-221.784,-209.731,-225.609,-221.839,-222.979,-224.892,-210.355,-209.884,-221.318,-211.664,-206.976
-222.279,-206.245,-207.370,-215.285,-219.264,-209.765,-221.776,-221.134,-222.667,-220.202,-208.887,-208.324,-218.714,-210.881,-208.028
-220.143,-206.646,-208.803,-214.680,-219.970,-209.956,-221.571,-221.075,-222.677,-219.878,-209.201,-208.172,-218.317,-212.737,-207.182
-219.513,-207.108,-210.328,-214.186,-220.626,-211.180,-221.076,-221.170,-222.472,-219.154,-209.883,-208.082,-225.346,-212.343,-209.077